text,info,date
"ugh America is a nation of poor. Every other nation has folk traditions of men who were poor but extremely wise and virtuous, and therefore more estimable than anyone with power and gold. No such tales are told by the American poor. They mock themselves and glorify their betters. The meanest eating or drinking establishment, owned by a man who is himself poor, is very likely to have a sign on its wall asking this cruel question: 'if you’re so smart, why ain’t you rich?' There will also be an American flag no larger than a child’s hand – glued to a lollipop stick and flying from the cash register. Americans, like human beings everywhere, believe many things that are obviously untrue. Their most destructive untruth is that it is very easy for any American to make money. They will not acknowledge how in fact hard money is to come by, and, therefore, those who have no money blame and blame and blame themselves. This inward blame has been a treasure for the rich and powerful, who have had to do less for their poor, publicly and privately, than any other ruling class since, say Napoleonic times. Many novelties have come from America. The most startling of these, a thing without precedent, is a mas",slaughter house five,1969
"nd then some guy wandering as lost as you would all of a sudden be right before your eyes, his face bigger and clearer than you ever saw a man’s face before in your life. Your eyes were working so hard to see in that fog that when something did come in sight every detail was ten times as clear as usual, so clear both of you had to look away. When a man showed up you didn’t want to look at his face and he didn’t want to look at yours, because it’s painful to see somebody so clear that it’s like looking inside him, but then neither did you want to look away and lose him completely. You had a choice: you could either strain and look at things that appeared in front of you in the fog, painful as it might be, or you could relax and lose yourself",one flew over the cuckoos next,1962
"aw my life branching out before me like the green fig tree in the story. From the tip of every branch, like a fat purple fig, a wonderful future beckoned and winked. One fig was a husband and a happy home and children, and another fig was a famous poet and another fig was a brilliant professor, and another fig was Ee Gee, the amazing editor, and another fig was Europe and Africa and South America, and another fig was Constantin and Socrates and Attila and a pack of other lovers with queer names and offbeat professions, and another fig was an Olympic lady crew champion, and beyond and above these figs were many more figs I couldn't quite make out. I saw myself sitting in the crotch of this fig tree, starving to death, just because I couldn't make up my mind which of the figs I would choose. I wanted each and every one of them, but choosing one meant losing all the rest, and, as I sat there, unable to decide, the figs began to wrinkle and go black, and, one by one, they plopped to the ground at my fee",the bell jar,1963
"nyboy, listen, don't get tough. You're not like the rest of us and don't try to be..."" What was the matter with Two-Bit? I knew as well as he did that if you got tough you didn't get hurt. Get smart and nothing can touch you...""What in the world are you doing?"" Two-Bit's voice broke into my thoughts. I looked up at him. ""Picking up the glass.""He stared at me for a second, then grinned. ""You little sonofagun,"" he said in a relieved voice. I didn't know what he was talking about, so I just went on picking up the glass from the bottle end and put it in a trash can. I didn't want anyone to get a flat tire",the outsiders,1967
"r Willy Wonka can make marshmallows that taste of violets, and rich caramels that change colour every ten seconds as you suck them, and little feathery sweets that melt away deliciously the moment you put them between your lips. He can make chewing-gum that never loses its taste, and sugar balloons that you can blow up to enormous sizes before you pop them with a pin and gobble them up. And, by a most secret method, he can make lovely blue birds' eggs with black spots on them, and when you put one of these in your mouth, it gradually gets smaller and smaller until suddenly there is nothing left except a tiny little DARKRED sugary baby bird sitting on the tip of your tongue",charlie and the cho fac,1964
"re a man of extreme passion, a hungry man not quite sure where his appetite lies, a deeply frustrated man striving to project his individuality against a backdrop of rigid conformity. You exist in a half-world suspended between two superstructures, one self-expression and the other self-destruction. You are strong, but there is a flaw in your strength, and unless you learn to control it the flaw will prove stronger than your strength and defeat you. The flaw? Explosive emotional reaction out of all proportion to the occasion. Why? Why this unreasonable anger at the sight of others who are happy or content, this growing contempt for people and the desire to hurt them? All right, you think they're fools, you despise them because their morals, their happiness is the source of your frustration and resentment. But these are dreadful enemies you carry within yourself--in time destructive as bullets. Mercifully, a bullet kills its victim. This other bacteria, permitted to age, does not kill a man but leaves in its wake the hulk of a creature torn and twisted; there is still fire within his being but it is kept alive by casting upon it faggots of scorn and hate. He may successfully accumulate, but he does not accumulate success, for he is his own enemy and is kept from truly enjoying his achievem",in cold blood,1965
"ny afternoons, embroidering with a group of friends on the begonia porch, she would lose the thread of the conversation and a tear of nostalgia would salt her palate when she saw the strips of damp earth and the piles of mud that the earthworms had pushed up in the garden. Those secret tastes, defeated in the past by oranges and rhubarb, broke out into an irrepressible urge when she began to weep. She went back to eating earth. The first time she did it almost out of curiosity, sure that the bad taste would be the best cure for the temptation. And, in fact, she could not bear the earth in her mouth. But she persevered, overcome by the growing anxiety, and little by little she was getting back her ancestral appetite, the taste of primary minerals, the unbridled satisfaction of what was the original food. She would put handfuls of earth in her pockets, and ate them in small bits without being seen, with a confused feeling of pleasure and rage, as she instructed her girl friends in the most difficult needlepoint and spoke about other men, who did not deserve the sacrifice of having one eat the whitewash on the walls because of them. The handfuls of earth made the only man who deserved that show of degradation less remote and more certain, as if the ground that he walked on with his fine patent leather boo",one hundred years of solitude,1967
"ud’Dib could indeed, see the Future, but you must understand the limits of this power. Think of sight. You have eyes, yet cannot see without light. If you are on the floor of a valley, you cannot see beyond the valley. Just so, Maud’Dib could not always choose to look across the mysterious terrain. He tells us that a single obscure decision of prophecy, perhaps the choice of one word over another, could change the entire aspect of the future. He tells us “The vision of time is broad, but when you pass through it, time becomes a narrow door.” And always, he fought the temptation to choose a clear, safe course, warning “That path leads ever down into stagnation",dune,1965
"le. You have been everywhere with your little droog Alex, suffering with him, and you have viddied some of the most grahzny bratchnies old Bog ever made, all on to your old droog Alex. And all it was was that I was young. But now as I end this story, brothers, I am not young, not no longer, oh no. Alex like groweth up, oh yes. But where I itty now, O my brothers, is all on my oddy knocky, where you cannot go. Tomorrow is all like sweet flowers and the turning young earth and the stars and the old Luna up there and your old droog Alex all on his oddy knocky seeking like a mate. And all that cal. A terrible grahzny vonny world, really, O my brothers. And so farewell from your little droog. And to all others in this story profound shooms of lipmusic brrrrrr. And they can kiss my sharries. But you, O my brothers, remember sometimes thy little Alex that was. Amen. And all that cal",a clockwork orange,1962
"t me say this. I am a superstitious man, a ridiculous failing but I must confess it here. And so if some unlucky accident should befall my youngest son, if some police officer should accidentally shoot him, if he should hang himself while in his jail cell, if new witnesses appear to testify to his guilt, my superstition will make me feel that it was the result of the ill will still borne me by some people here. Let me go further. If my son is struck by a bolt of lightning I will blame some of the people here. If his plane show fall into the sea or his ship sink beneath the waves of the ocean, if he should catch a mortal fever, if his automobile should be struck by a train, such is my superstition that I would blame the ill will felt by people here. Gentlemen, that ill will, that bad luck, I could never forgive. But aside from that let me swear by the souls of my grandchildren that I will never break the peace we have made. After all, are we or are we not better men than those pezzonovanti who have killed countless millions of men in our lifetim",the godfather,1969
"ce knew an Episcopalian lady in Newport, Rhode Island who asked me to design and build a doghouse for her Great Dane. The lady claimed to understand God and His Ways of Working perfectly. She could not understand why anyone should be puzzled about what had been or about what was going to be. And yet, when I showed her a blueprint of the doghouse I proposed to build, she said to me, ""I'm sorry, but I never could read one of those things."" Give it to your husband or your minister to pass on to God,"" I said, ""and, when God finds a minute, I'm sure he'll explain this doghouse of mine in a way that even YOU can understand",cats cradle,1969
"nd at midnight there came an apparition in hell. A handsome dark-eyed man with a dagger-like beard, in a tailcoat, stepped onto the veranda and cast a regal glance over his domain. They used to say, the mystics used to say, that there was a time when the handsome man wore not a tailcoat but a wide leather belt with pistol butts sticking out from it, and his raven hair was tied with scarlet silk, and under his command a brig sailed the Caribbean under a black death flag with a skull and crossbones.But no, no! The seductive mystics are lying, there are no Caribbean Seas in the world, no desperate freebooters to sail them, no corvette chases after them, no cannon smoke drifts across the waves. There is nothing, and there was nothing! There is that sickly linden over there, there is the cast-iron fence, and the boulevard beyond it…And the ice is melting in the bowl, and at the next table you see someone’s bloodshot, bovine eyes, and you’re afraid, afraid…Oh, gods, my gods, pois",the master and margarita,1967
"nd the money came rolling into the pockets of the two greedy aunts. But while all this excitement was going on outside, poor James was forced to stay locked in his bedroom, peeping through the bars of his window at the crowds below. “The disgusting little brute will only get in everyone’s way if we let him wander about,” Aunt Spiker had said early that morning. “Oh, please!” he had begged. “I haven’t met any other children for years and years and there are going to be lots of them down there for me to play with. And perhaps I could help you with the tickets.” “Cut it out!” Aunt Sponge had snapped. “Your Aunt Spiker and I are about to become millionaires, and the last thing we want is the likes of you messing things up and getting in the way.” Later, when the evening of the first day came and the people had all gone home, the aunts unlocked James’s door and ordered him to go outside and pick up all the banana skins and orange peel and bits of paper that the crowd had left behind. “Could I please have something to eat first?” he asked. “I haven’t had a thing all day.” “No!” they shouted, kicking him out the door. “We’re too busy to make food! We are counting our mo",james and the giant peach,1961
"joyed perfect health of body, and tranquillity of mind; I did not feel the treachery or inconstancy of a friend, nor the injuries of a secret or open enemy. I had no occasion of bribing, flattering, or pimping, to procure the favour of any great man, or of his minion; I wanted no fence against fraud or oppression: here was neither physician to destroy my body, nor lawyer to ruin my fortune; no informer to watch my words and actions, or forge accusations against me for hire: here were no gibers, censurers, backbiters, pickpockets, highwaymen, housebreakers, attorneys, bawds, buffoons, gamesters, politicians, wits, splenetics, tedious talkers, controvertists, ravishers, murderers, robbers, virtuosos; no leaders, or followers, of party and faction; no encouragers to vice, by seducement or examples; no dungeon, axes, gibbets, whipping-posts, or pillories; no cheating shopkeepers or mechanics; no pride, vanity, or affectation; no fops, bullies, drunkards, strolling whores, or poxes; no ranting, lewd, expensive wives; no stupid, proud pedants; no importunate, overbearing, quarrelsome, noisy, roaring, empty, conceited, swearing companions; no scoundrels raised from the dust upon the merit of their vices, or nobility thrown into it on account of their virtues; no lords, fiddlers, judges, or dancing-mas",gullivers travels,1726
"at is this earth and sea of which I have seen so much? Whence is it produced? And what am I and all the other creatures, wild and tame, humane and brutal? Whence are we? Sure we are all made by some secret power, who formed the earth and sea, the air and sky; and who is that? Then it followed most naturally, It is God that has made it all. Well, but then it came on strangely, if God has made all these things, He guides and governs them all, and all things that concern them; for the power that could make all things must certainly have power to guide and direct them. If so, nothing can happen in the great circuit of His works, either without His knowledge or appointment.And if nothing happens without His knowledge, He knows that I am here, and am in this dreadful condition; and if nothing happens without His appointment, He has appointed all this to befall me.Nothing occurred to my thought to contradict any of these conclusions; and therefore it rested upon me with the greater force that it must need be, that God had appointed all this to befall me; that I was brought to this miserable circumstance by His direction, He having the sole power, not of me only, but of every thing that happened in the wor",robinson crusoe,1719
"tness, Heaven, how often I lie down in my bed with a wish, and even a hope, that I may never awaken again! And in the morning, when I open my eyes, I behold the sun once more, and am wretched. If I were whimsical, I might blame the weather, or an acquaintance, or some personal disappointment, for my discontented mind; and then this insupportable load of trouble would not rest entirely upon myself. But, alas! I feel it too sadly; I am alone the cause of my own woe, am I not? Truly, my own bosom contains the source of all my pleasure. Am I not the same being who once enjoyed an excess of happiness, who at every step saw paradise open before him, and whose heart was ever expanded towards the whole world? And this heart is now dead; no sentiment can revive it. My eyes are dry; and my senses, no more refreshed by the influence of soft tears, wither and consume my brain. I suffer much, for I have lost the only charm of life: that active, sacred power which created worlds around me,—it is no more. When I look from my window at the distant hills, and behold the morning sun breaking through the mists, and illuminating the country around, which is still wrapped in silence, whilst the soft stream winds gently through the willows, which have shed their leaves; when glorious Nature displays all her beauties before me, and her wondrous prospects are ineffectual to extract one tear of joy from my withered heart,—I feel that in such a moment I stand like a reprobate before heaven, hardened, insensible, and unmoved. Oftentimes do I then bend my knee to the earth, and implore God for the blessing of tears, as the desponding labour",the sorrows of young werther,1774
"ander thro' each charter'd street, Near where the charter'd Thames does flow.And mark in every face I meet Marks of weakness, marks of woe. In every cry of every Man, In every Infants cry of fear, In every voice: in every ban, The mind-forg'd manacles I hear How the Chimney-sweepers cry Every blackning Church appalls, And the hapless Soldiers sigh Runs in blood down Palace walls  But most thro' midnight streets I hear How the youthful Harlots curse Blasts the new-born Infants tear And blights with plagues the Marriage hear",songs of inspiration and experience,1789
"ay after day, day after day, 115 We stuck, nor breath nor motion; As idle as a painted ship Upon a painted ocean. [Sidenote: And the Albatross begins to be avenged.] Water, water, every where, And all the boards did shrink; 120 Water, water, every where Nor any drop to drink. The very deep did rot: O Christ! That ever this should be! Yea, slimy things did crawl with legs 125 Upon the slimy sea. The death-fires danced at night; The water, like a witch's oils, Burnt green, and blue and white. 13",the rime of the ancient mariner,1798
"en bespattered the youth with abundance of that language which passes between country gentleman who embrace opposite sides of the question; with frequent applications to him to salute that part which is generally introduced into all controversies that arise among the lower orders of the English gentry at horse-races, cock-matches, and other public places. Allusions to this part are likewise often made for the sake of jest. And here, I believe, the wit is generally misunderstood. In reality, it lies in desiring another to kiss you a-- for having just before threatened ti kick his; for I have observed very accurately, that no one ever desires you to kick that which belongs to himself, nor offers to kiss this part in another. It may likewise seem surprizing that in the many thousand kind invitations of this sort, which every one who hath conversed with country gentlemen must have heard, no one, I believe, hath ever seen a single instance where the desire hath been complied with; - a great instance of their want of politeness; for in town nothing can be more common than for the finest gentlemen to perform this ceremony every day to their superiors, without having that favo",the history of tom jones,1749
"US I gave up myself to a readiness of being ruined without the least concern, and am a fair Memento to all young Women, whose Vanity prevails over their Virtue: Nothing was ever so stupid on both Sides, had I acted as became me, and resisted as Virtue and Honour requir'd; this Gentleman, had either Desisted his Attacks, find|ing no room to expect the Accomplishment of his Design, or had made fair, and honourable Proposals of Marriage; in which Case, whoever had blam'd him, no Body could have blam'd me. In short, if he had known me, and how easy the Trifle he aim'd at, was to be had, he would have troubled his Head no farther, but have given me four or five Guineas, and have lain with me the next time he had come at me; and if I had known his Thoughts, and how hard he thought I would be to be gain'd, I might have made my own Terms with him; and if I had not Capitulated for an imme|diate Marriage, I might for a Maintenance till Marriage, and might have had what I would",moll flanders,1722
"urely there can be but one rule of right, if morality has an eternal foundation, and whoever sacrifices virtue, strictly so called, to present convenience, or whose DUTY it is to act in such a manner, lives only for the passing day, and cannot be an accountable creature. The poet then should have dropped his sneer when he says, ""If weak women go astray, The stars are more in fault than they."" For that they are bound by the adamantine chain of destiny is most certain, if it be proved that they are never to exercise their own reason, never to be independent, never to rise above opinion, or to feel the dignity of a rational will that only bows to God, and often forgets that the universe contains any being but itself, and the model of perfection to which its ardent gaze is turned, to adore attributes that, softened into virtues, may be imitated in kind, though the degree overwhelms the enraptured mind",the vindication of woman,1792
"In consequence of this information, Wilhelm, with the most sedulous attention, set about preparing the piece, which was to usher him into the great world. ""Hitherto,"" said he, ""thou hast labored in silence for thyself, applauded only by a small circle of friends. Thou hast for a time despaired of thy abilities, and are yet full of anxious doubts whether even thy present path is the right one, and whether thy talent for the stage at all corresponds with thy inclination for it. In the hearing of such practised judges, in the closet where no illusion can take place, the attempt is far more hazardous than elsewhere; and yet I would not willingly recoil from the experiment: I could wish to add this pleasure to my former enjoyments, and, if it might be, to give extension and stability to my hopes from the future",wilhelm meisters apprenticeship,1795
"ter all, I am not so violently bent upon my own opinion, as to reject any offer, proposed by wise men, which shall be found equally innocent, cheap, easy, and effectual. But before something of that kind shall be advanced in contradiction to my scheme, and offering a better, I desire the author or authors will be pleased maturely to consider two points. First, As things now stand, how they will be able to find food and raiment for a hundred thousand useless mouths and backs. And secondly, There being a round million of creatures in humane figure throughout this kingdom, whose whole subsistence put into a common stock, would leave them in debt two million of pounds sterling, adding those who are beggars by profession, to the bulk of farmers, cottagers and labourers, with their wives and children, who are beggars in effect; I desire those politicians who dislike my overture, and may perhaps be so bold to attempt an answer, that they will first ask the parents of these mortals, whether they would not at this day think it a great happiness to have been sold for food at a year old, in the manner I prescribe, and thereby have avoided such a perpetual scene of misfortunes, as they have since gone through, by the oppression of landlords, the impossibility of paying rent without money or trade, the want of common sustenance, with neither house nor cloaths to cover them from the inclemencies of the weather, and the most inevitable prospect of intailing the like, or greater miseries, upon their breed for eve",a mdoest proposal,1729
"en Ezekiel said. The philosophy of the east taught the first principles of human perception some nations held one principle for the origin & some another, we of Israel taught that the Poetic Genius (as you now call it) was the first principle and the others merely derivative, which was the cause of our despising the Priests & Philosophers of other countries, and prophecying that all Gods would at last be proved to originate in ours & to be the tributaries of the Poetic Genius, it was this. that our great poet King David desired so fervently & invokes so patheticly, saying by this he conquers enemies & governs kingdoms; and so we loved our God. that we cursed in his name all the deities of surrounding nations, and asserted that they had rebelled; from these opinions the vulgar came to think that all nations would at last be subject to the jews. This said he, like all firm persuasions, is come to pass, for all nations believe the jews code and worship the jews god, and what greater subjection can be I heard this with some wonder, & must confess my own conviction. After dinner I ask'd Isaiah to favour the world with his lost work",the marriage of heaven and hell,1792
"o years ago, having been walking towards La Nouvelle France, I turned to the left, and willing to extend my walk round Montmartre, crossed the village of Clignancourt. As I walked along, thoughtful, and regardless of the surrounding objects, I felt something clasp my knees, and immediately perceived it was a child of about five or six years old, clinging round them, who at the same time looked up so fondly and familiarly in my face, that I was greatly moved, saying to myself, ""thus I should have been treated by my own."" I took the child in my arms, and after having kissed it several times, in a kind of transport, continued my way. I felt as I walked on that something was wanting to complete my satisfaction, and this obliged me to return. I reproached myself with having quitted the child so soon, thinking I had discovered in its manner a kind of inspiration, which ought not to have been slighted. Giving into the temptation, I ran towards the child, embraced it again, and gave him money to buy some small Nanterre loaves, a man who sold them happening to be passing by. J began to make him talk; and on asking who's son he was? He pointed to a man that was hooping some barrels. I was just preparing to quit the child, in order to speak to the father, when I was prevented by seeing a man whisper him, who appeared to be one of those spies who are ever at my heels. While this person was speaking, I remarked that the cooper's eyes were fixed attentively on me, with no very friendly aspect: this sight contracted my heart in an instant, and I quitted both father and child, with greater expedition than I had returned to them; but with a sensation less agreeable, and which altered my whole chain of feelings. I have, notwithstanding, frequ",reveries of the solitary walker,1782
"an was born for society. However little He may be attached to the World, He never can wholly forget it, or bear to be wholly forgotten by it. Disgusted at the guilt or absurdity of Mankind, the Misanthrope flies from it: He resolves to become an Hermit, and buries himself in the Cavern of some gloomy Rock. While Hate inflames his bosom, possibly He may feel contented with his situation: But when his passions begin to cool; when Time has mellowed his sorrows, and healed those wounds which He bore with him to his solitude, think you that Content becomes his Companion? Ah! no, Rosario. No longer sustained by the violence of his passions, He feels all the monotony of his way of living, and his heart becomes the prey of Ennui and weariness. He looks round, and finds himself alone in the Universe: The love of society revives in his bosom, and He pants to return to that world which He has abandoned. Nature loses all her charms in his eyes: No one is near him to point out her beauties, or share in his admiration of her excellence and variety. Propped upon the fragment of some Rock, He gazes upon the tumbling waterfall with a vacant eye, He views without emotion the glory of the setting Sun. Slowly He returns to his Cell at Evening, for no one there is anxious for his arrival; He has no comfort in his solitary unsavoury meal: He throws himself upon his couch of Moss despondent and dissatisfied, and wakes only to pass a day as joyless, as monotonous as the form",the monk,1796
"new that the whole stupid family were in a combination to do my business for me. I told thee that they were all working for me, like so many underground moles; and still more blind than the moles are said to be, unknowing that they did so. I myself, the director of their principal motions; which falling in with the malice of their little hearts, they took to be all their own. Did I say my joy was perfect?-Oh no- It receives some abatement from my disgusted pride. For how can I endure to think that I owe more to her relation's persecutions than to her favour for me? -Or even, as far as I know, to her preference of me to another man?
But let me not indulge this thought. Were I to do so, it might cost my charmer dear- Let me rejoice that she has passed the Rubicon: that she cannot return: that, as I have ordered it, the flight will appear to the implacables to be altogether with her own consent: and that if I doubt her love, I can put her to trials as mortifying to her niceness, as glorious to my pride- For, let me tell thee, dearly as I love her, if I thought there was but the shadow of a doubt in her mind whether she preferred me to any man living, I would show her no mercy. Take care!- Take care, oh beloved of my soul: for jealous is the heart in which love has erected a temple to thee",clarissa or the history of a young lady,1748
"om each she nicely culls with curious toil, And decks the goddess with the glitt'ring spoil. This casket India's glowing gems unlocks, And all Arabia breathes from yonder box. The tortoise here and elephant unite, Transform'd to combs, the speckled and the white. Here files of pins extend their shining rows, Puffs, powders, patches, bibles, billet-doux. Now awful beauty puts on all its arms; The fair each moment rises in her charms, Repairs her smiles, awakens ev'ry grace, And calls forth all the wonders of her face; Sees by degrees a purer blush arise, And keener lightnings quicken in her eyes. The busy Sylphs surround their darling care; These set the head, and those divide the hair, Some fold the sleeve, whilst others plait the go",the rape of the lock,1712
"e begin our principles with the idea that is the first in any work whatsoever: divine Providence, who is the architect of this world of nations. For men cannot unite in a human society unless they share ahuman sense that there is a divinity who sees into the depths of their hearts, since a society of men can neither begin nor remain stable without a means whereby some rely upon the promises of others and are satisfied by their assertions in secret matters. For it frequently happens in human life that promises need to be made and accepted, and actions undertaken, with regard to things for which, though not wrong in themselves, others need some assurance, but which lack the support of any human documentation. It might be argued that such assurance could be gained through the rigour of penal laws against lie telling, but while this could obtain in the state of the cities, it would not have been possible in the state of the families from which the cities arose, where there was as yet no civil or public rule under which two family fathers, for example, would be equally subject in justice to the armed force of the law.",new science,1725
"mily gazed with melancholy awe upon the castle, which she understood to be Montoni's; for, though it was now lighted up by the setting sun, the gothic greatness of its features, and its mouldering walls of dark grey stone, rendered it a gloomy and sublime object. As she gazed, the light died away on its walls, leaving a melancholy purple tint, which spread deeper and deeper, as the thin vapour crept up the mountain, while the battlements above were still tipped with splendour. From those, too, the rays soon faded, and the whole edifice was invested with the solemn duskiness of evening. Silent, lonely, and sublime, it seemed to stand the sovereign of the scene, and to frown defiance on all, who dared to invade its solitary reign. As the twilight deepened, its features became more awful in obscurity, and Emily continued to gaze, till its clustering towers were alone seen, rising over the tops of the woods, beneath whose thick shade the carriages soon after began to ascend",the mysteries of udolpho,1794
"he oppressor's wrong, the proud man's contumely,The pangs of despised love, the law's delay, The insolence of office and the spurns That patient merit of the unworthy takes, When he himself might his quietus make With a bare bodkin? who would fardels bear, To grunt and sweat under a weary life, But that the dread of something after death, The undiscover'd country from whose bourn No traveller returns, puzzles the will And makes us rather bear those ills we have Than fly to others that we know not of? Thus conscience does make cowards of us all; And thus the native hue of resolution Is sicklied o'er with the pale cast of thought, And enterprises of great pith and moment With this regard their currents turn awry, And lose the name of action.--Soft you now! The fair Ophelia! Nymph, in thy orisons Be all my sins remember",hamlet,1603
"uld trammel up the consequence, and catch With his surcease success; that but this blow Might be the be-all and the end-all here,But here, upon this bank and shoal of time, We'ld jump the life to come. But in these cases We still have judgment here; that we but teach Bloody instructions, which, being taught, return To plague the inventor: this even-handed justice Commends the ingredients of our poison'd chalice To our own lips. He's here in double trust;First, as I am his kinsman and his subject, Strong both against the deed; then, as his host, Who should against his murderer shut the door, Not bear the knife myself. Besides, this Duncan Hath borne his faculties so meek, hath been So clear in his great office, that his virtues Will plead like angels, trumpet-tongued, against The deep damnation of his taking-off; And pity, like a naked new-born babe, Striding the blast, or heaven's cherubim, horsed Upon the sightless couriers of the air, Shall blow the horrid deed in every eye,That tears shall drown the wind. I have no spur To prick the sides of my intent, but only Vaulting ambition, which o'erleaps its",macbeth,1623
"hrysostom or to any other—it cannot justly be said that the death of any is my doing, for it was rather his own obstinacy than my cruelty that killed him; and if it be made a charge against me that his wishes were honourable, and that therefore I was bound to yield to them, I answer that when on this very spot where now his grave is made he declared to me his purity of purpose, I told him that mine was to live in perpetual solitude, and that the earth alone should enjoy the fruits of my retirement and the spoils of my beauty; and if, after this open avowal, he chose to persist against hope and steer against the wind, what wonder is it that he should sink in the depths of his infatuation? If I had encouraged him, I should be false; if I had gratified him, I should have acted against my own better resolution and purpose. He was persistent in spite of warning, he despaired without being hated. Bethink you now if it be reasonable that his suffering should be laid to my charge. Let him who has been deceived complain, let him give way to despair whose encouraged hopes have proved vain, let him flatter himself whom I shall entice, let him boast whom I shall receive; but let not him call me cruel or homicide to whom I make no promise, upon whom I practise no deception, whom I neither entice nor receive. It has not been so far the will of Heaven that I should love by fate, and to expect me to love by choice is idle. Let this general declaration serve for each of my suitors on his own account, and let it be understood from this time fort",don quixote,1605
"ow can I live without thee, how forego Thy sweet converse, and love so dearly joined, To live again in these wild woods forlorn? Should God create another Eve, and I Another rib afford, yet loss of thee	Would never from my heart; no, no, I feel The link of nature draw me: flesh of flesh, Bone of my bone thou art, and from thy state Mine never shall be parted, bliss or woe. However, I with thee have fixed my lot,	Certain to undergo like doom; if death Consort with thee, death is to me as life; So forcible within my heart I feel	The bond of nature draw me to my own, My own in thee, for what thou art is mine; Our state cannot be severed, we are one, One flesh; to lose thee were to lose mysel",paradise lost,1667
"nd the creature run from the cur? There thou mightst behold the great image of authority: a dog’s obeyed in office. Thou rascal beadle, hold thy bloody hand. Why dost thou lash that whore? Strip thine own back. Thou hotly lust’st to use her in that kind For which thou whipp’st her. The usurer hangs the cozener. Through tattered clothes great vices do appear; Robes and furred gowns hide all. Plate sin with gold, And the strong lance of justice hurtless breaks. Arm it in rags, a pigmy’s straw does pierce it. None does offend—none, I say, none. I’ll able 'em. Take that of me, my friend, who have the power To seal th' accuser’s lips. Get thee glass eyes, And like a scurvy politician seem To see the things thou dost no",king lear,1605
"ad it pleased heaven To try me with affliction; had they rain'd  All kinds of sores and shames on my bare head. Steep'd me in poverty to the very lips, Given to captivity me and my utmost hopes, I should have found in some place of my soul A drop of patience: but, alas, to make me A fixed figure for the time of scorn To point his slow unmoving finger at! Yet could I bear that too; well, very well: But there, where I have garner'd up my heart, Where either I must live, or bear no life; The fountain from the which my current runs, Or else dries up; to be discarded thence! Or keep it as a cistern for foul toads To knot and gender in! Turn thy complexion there, Patience, thou young and rose-lipp'd cherubin,-- Ay, there, look grim as hell!",othello,1622
"e elves of hills, brooks, standing lakes and groves, And ye that on the sands with printless foot Do chase the ebbing Neptune and do fly him When he comes back; you demi-puppets that By moonshine do the green sour ringlets make, Whereof the ewe not bites, and you whose pastime Is to make midnight mushrooms, that rejoice To hear the solemn curfew; by whose aid, Weak masters though ye be, I have bedimm’d The noontide sun, call’d forth the mutinous winds, And ‘twixt the green sea and the azured vault Set roaring war: to the dread rattling thunder Have I given fire and rifted Jove’s stout oak With his own bolt; the strong-based promontory Have I made shake and by the spurs pluck’d up The pine and cedar: graves at my command Have waked their sleepers, oped, and let ‘em forth By my so potent art. But this rough magic I here abjure, and, when I have require",the tempest,1610
"hen the Interpreter took Christian by the hand and led him into a very large parlor that was full of dust because it was never swept. After He had reviewed it a little while, the Interpreter called for a man to come and sweep. Now when he began to sweep, the dust began to fly about so much and was so thick that Christian almost choked. Then said the Interpreter to a damsel who stood nearby, ""Bring water, and sprinkle the room."" When she had done as requested, it was swept and cleansed very pleasantly. Then Christian asked, ""What does this mean?"" The Interpreter answered, ""This parlor is the heart of a man that has never been sanctified by the sweet grace of the gospel; the dust is his original sin and inward corruptions that have defiled the whole man. The first man that began to sweep is the Law; the damsel that brought water and sprinkled it is the gospel. You saw that as soon as the first man began to sweep, the dust filled the room so thickly that it could not be cleansed, and you almost choked on it. This is to show you that the Law, instead of cleansing the heart from sin",the pilgrims progress,1678
"ANTE. That is the usual strain of all your kind; They must have every one as blind as they. They call you atheist if you have good eyes; And if you don't adore their vain grimaces, You've neither faith nor care for sacred things. No, no; such talk can't frighten me; I know What I am saying; heaven sees my heart. We're not the dupes of all your canting mummers; There are false heroes—and false devotees; And as true heroes never are the ones Who make much noise about their deeds of honour, Just so true devotees, whom we should follow, Are not the ones who make so much vain show. What! Will you find no difference between Hypocrisy and genuine devoutness? And will you treat them both alike, and pay The self-same honour both to masks and faces Set artifice beside sincerity, Confuse the semblance with reality, Esteem a phantom like a living person, And counterfeit as good as honest coin? Men, for the most part, are strange creatures, truly! You never find them keep the golden mean; The limits of good sense, too narrow for them, Must always be passed by, in each direction; They often spoil the noblest things, because They go too far, and push them to extremes. I merely say this by the way, good brothe",tartutte,1664
"And then thou must be damn'd perpetually! Stand still, you ever-moving spheres of heaven, That time may cease, and midnight never come; Fair Nature's eye, rise, rise again, and make Perpetual day; or let this hour be but A year, a month, a week, a natural day, That Faustus may repent and save his soul! O lente,172 lente currite, noctis equi! The stars move still, time runs, the clock will strike, The devil will come, and Faustus must be damn'd. O, I'll leap up to my God!—Who pulls me down?— See, see, where Christ's blood streams in the firmament! One drop would save my soul, half a drop: ah, my Christ!— Ah, rend not my heart for naming of my Christ! Yet will I call on him: O, spare me, Lucifer!— Where is it now? 'tis gone: and see, where God Stretcheth out his arm, and bends his ireful brows! Mountains and hills, come, come, and fall on me, And hide me from the heavy wrath of God",faustus,1604
